Case Number,Business Address,Parcel Number,Business Name,Owner Name,License Issued Date,License Type,License Description,Business Description,Location
BUS2013-00005,5940 E SEVEN,,YKR LLC,YKR LLC,10/25/2018,New Owner,Secondhand Store (Tires Only),Corporation,"location
(42.35927, -83.28195)"
BUS1988-00847,12860 EVERGREEN,,GROVE RECYCLING SERVICES,GROVE RECYCLING SERVICES,01/11/2016,Renewal,Motor Truck Permit(s),Corporation,"location
(42.38153, -83.23662)"
BUS1988-00847,12860 EVERGREEN,,GROVE RECYCLING SERVICES,GROVE RECYCLING SERVICES,04/04/2018,Renewal,Motor Truck Permit(s),Corporation,"location
(42.38153, -83.23662)"
BUS2009-00472,2244 E. JEFFERSON,,"JD CANDLER ROOFING COMPANY, INC","JD CANDLER ROOFING COMPANY, INC",02/06/2015,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33747, -83.02429)"
BUS2015-00274,2462 RIOPELLE,07001965.,DETROIT CITY DISTILLERY LLC,DETROIT CITY DISTILLERY LLC,08/29/2017,New Owner,Bar Class C (31-50 seats),Limited Liability Co,"location
(42.34638, -83.0381)"
BUS1997-00360,9751 ERWIN,17016727.001,RELIABLE GLASS COMPANY,RELIABLE GLASS COMPANY,11/19/2015,Renewal,Motor Truck Permit(s) Additional Units,Other,"location
(42.40162, -83.01918)"
BUS1997-00360,9751 ERWIN,17016727.001,RELIABLE GLASS COMPANY,RELIABLE GLASS COMPANY,11/19/2015,Renewal,Motor Truck Permit(s),Other,"location
(42.40162, -83.01918)"
BUS1997-00360,9751 ERWIN,17016727.001,RELIABLE GLASS COMPANY,RELIABLE GLASS COMPANY,01/13/2017,Renewal,Motor Truck Permit(s) Additional Units,Other,"location
(42.40162, -83.01918)"
BUS1997-00360,9751 ERWIN,17016727.001,RELIABLE GLASS COMPANY,RELIABLE GLASS COMPANY,01/13/2017,Renewal,Motor Truck Permit(s),Other,"location
(42.40162, -83.01918)"
BUS1997-00360,9751 ERWIN,17016727.001,RELIABLE GLASS COMPANY,RELIABLE GLASS COMPANY,01/08/2015,Renewal,Motor Truck Permit(s) Additional Units,Other,"location
(42.40162, -83.01918)"
BUS1997-00360,9751 ERWIN,17016727.001,RELIABLE GLASS COMPANY,RELIABLE GLASS COMPANY,01/08/2015,Renewal,Motor Truck Permit(s),Other,"location
(42.40162, -83.01918)"
BUS2013-00081,19478 WINTHROP,22052046.,Q'S LAWN-SNOW SERVICE,DONALD JOHNSON,05/19/2015,New Owner,Landscape Gardener,Sole Proprietor,"location
(42.43514, -83.20088)"
BUS2013-00081,19478 WINTHROP,22052046.,Q'S LAWN-SNOW SERVICE,DONALD JOHNSON,05/19/2015,New Owner,Landscape Gardner-Plate(s),Sole Proprietor,"location
(42.43514, -83.20088)"
BUS2015-00292,20164 SNOWDEN,22028009.,DR. GREEN'S LANDSCAPING & LAWN CARE,DAJUAN BEARD,05/01/2017,New Owner,Landscape Gardener,Sole Proprietor,"location
(42.44155, -83.17844)"
BUS2012-00379,3401 GRAND RIVER AVE,06000894.,"FAMILY DOLLAR STORES OF MICHIGAN, LLC. #27101",FAMILY DOLLAR STORES OF MICHIGAN LLC,03/01/2018,NLNL,Cigarette - Retail,Corporation,"location
(42.34129, -83.07191)"
BUS2017-00120,4421 WOODWARD,02001793.,BANNER,THE WHITNEY RESTAURANT,05/26/2017,,Banner - Special Event (6 & UP) Refundable Deposit,,"location
(42.3528, -83.06215)"
BUS1994-01332,12701 PURITAN,22011928-34,"MARK'S A. EAGLES #4 CONEY ISLAND, INC.","MARK'S A. EAGLES #4 CONEY ISLAND, I",06/24/2016,Renewal,Restaurant - Standard (1-30 seats),Corporation,"location
(42.40925, -83.17014)"
BUS1994-01332,12701 PURITAN,22011928-34,"MARK'S A. EAGLES #4 CONEY ISLAND, INC.","MARK'S A. EAGLES #4 CONEY ISLAND, I",06/24/2016,Renewal,Loc. Permit(Coin-op games) Limit 2,Corporation,"location
(42.40925, -83.17014)"
BUS1994-01332,12701 PURITAN,22011928-34,"MARK'S A. EAGLES #4 CONEY ISLAND, INC.","MARK'S A. EAGLES #4 CONEY ISLAND, I",04/24/2015,Renewal,Restaurant - Standard (1-30 seats),Corporation,"location
(42.40925, -83.17014)"
BUS1994-01332,12701 PURITAN,22011928-34,"MARK'S A. EAGLES #4 CONEY ISLAND, INC.","MARK'S A. EAGLES #4 CONEY ISLAND, I",04/24/2015,Renewal,Loc. Permit(Coin-op games) Limit 2,Corporation,"location
(42.40925, -83.17014)"
BUS1992-00562,11343 SCHAEFER,22031005-6,"HERCULES & HERCULES, INC.","HERCULES & HERCULES, INC.",04/26/2016,Renewal,Landscape Gardner-Plate(s),Corporation,"location
(42.3713, -83.17833)"
BUS1992-00562,11343 SCHAEFER,22031005-6,"HERCULES & HERCULES, INC.","HERCULES & HERCULES, INC.",04/26/2016,Renewal,Landscape Gardener,Corporation,"location
(42.3713, -83.17833)"
BUS1992-00562,11343 SCHAEFER,22031005-6,"HERCULES & HERCULES, INC.","HERCULES & HERCULES, INC.",01/11/2017,Renewal,Landscape Gardner-Plate(s),Corporation,"location
(42.3713, -83.17833)"
BUS1992-00562,11343 SCHAEFER,22031005-6,"HERCULES & HERCULES, INC.","HERCULES & HERCULES, INC.",01/11/2017,Renewal,Landscape Gardener,Corporation,"location
(42.3713, -83.17833)"
BUS1992-00562,11343 SCHAEFER,22031005-6,"HERCULES & HERCULES, INC.","HERCULES & HERCULES, INC.",01/21/2015,Renewal,Landscape Gardner-Plate(s),Corporation,"location
(42.3713, -83.17833)"
BUS1992-00562,11343 SCHAEFER,22031005-6,"HERCULES & HERCULES, INC.","HERCULES & HERCULES, INC.",01/21/2015,Renewal,Landscape Gardener,Corporation,"location
(42.3713, -83.17833)"
BUS2003-00996,14001 LIVERNOIS,,WENDYS RESTAURANT ,DOUGLAS CORPORATION OF MICHIGAN,05/18/2017,New Owner,Restaurant - Carry Out (No Seats),Corporation,"location
(42.39146, -83.13972)"
BUS2003-00996,14001 LIVERNOIS,,WENDYS RESTAURANT ,DOUGLAS CORPORATION OF MICHIGAN,01/16/2018,New Owner,Restaurant - Carry Out (No Seats),Corporation,"location
(42.39146, -83.13972)"
BUS2011-00332,4069 DODGE,13004870.,CITY NEIGHBORHOODS ONLY- DOWNTOWN/PARKS PROHIBITED ,SAAD ALMASMARI,06/02/2016,New Owner,Vendor - Helper (Stat/ST) Button,,"location
(42.39401, -83.04102)"
BUS2011-00332,4069 DODGE,13004870.,CITY NEIGHBORHOODS ONLY- DOWNTOWN/PARKS PROHIBITED ,SAAD ALMASMARI,06/02/2016,New Owner,Vendor - Street (Edible Items) Plate,,"location
(42.39401, -83.04102)"
BUS2011-00332,4069 DODGE,13004870.,CITY NEIGHBORHOODS ONLY- DOWNTOWN/PARKS PROHIBITED ,SAAD ALMASMARI,05/28/2015,New Owner,Vendor - Helper (Stat/ST) Button,,"location
(42.39401, -83.04102)"
BUS2011-00332,4069 DODGE,13004870.,CITY NEIGHBORHOODS ONLY- DOWNTOWN/PARKS PROHIBITED ,SAAD ALMASMARI,05/28/2015,New Owner,Vendor - Street (Edible Items) Plate,,"location
(42.39401, -83.04102)"
BUS1999-01033,1500 SUPERIOR PARKWAY,,"D.P. BROWN OF DETROIT, INCORPORATED","D.P. BROWN OF DETROIT, INCORPORATED",03/13/2018,Renewal,Motor Truck Permit(s),Other,"location
(42.26113, -83.14616)"
BUS1999-01033,1500 SUPERIOR PARKWAY,,"D.P. BROWN OF DETROIT, INCORPORATED","D.P. BROWN OF DETROIT, INCORPORATED",01/11/2017,Renewal,Motor Truck Permit(s),Other,"location
(42.26113, -83.14616)"
BUS2010-00605,15727 ST MARYS,,H & P TRANSPORTATION,H & P TRANSPORTATION,03/06/2018,New Owner,Motor Truck Permit(s),,"location
(42.40543, -83.2067)"
BUS2010-00605,15727 ST MARYS,,H & P TRANSPORTATION,H & P TRANSPORTATION,01/20/2017,New Owner,Motor Truck Permit(s),,"location
(42.40543, -83.2067)"
BUS2010-00605,15727 ST MARYS,,H & P TRANSPORTATION,H & P TRANSPORTATION,02/05/2015,New Owner,Motor Truck Permit(s),,"location
(42.40543, -83.2067)"
BUS2012-00117,10437 W MCNICHOLS,16008034.,DOMINOS PIZZA - LUXOR DETROIT,"LUXOR PIZZA, LLC",05/01/2017,New Owner,Restaurant - Carry Out (No Seats),Limited Liability Co,"location
(42.41657, -83.16546)"
BUS2012-00117,10437 W MCNICHOLS,16008034.,DOMINOS PIZZA - LUXOR DETROIT,"LUXOR PIZZA, LLC",06/29/2018,New Owner,Restaurant - Carry Out (No Seats),Limited Liability Co,"location
(42.41657, -83.16546)"
BUS2000-01194,126 W ELIZABETH,,PRIME PARKING LLC,"PRIME PARKING, LLC",03/18/2016,Renewal,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.33684, -83.05339)"
BUS2000-01194,126 W ELIZABETH,,PRIME PARKING LLC,"PRIME PARKING, LLC",01/20/2015,Renewal,Parking Lot-Plate (51-100 cars),Corporation,"location
(42.33684, -83.05339)"
BUS2007-00651,4735 CASS,,"NOEL NIGHT  DECEMBER 2, 2017",MIDTOWN DETROIT,11/21/2017,Renewal,Special Events Vendor,Other,"location
(42.35416, -83.06597)"
BUS2003-00780,19830 W MCNICHOLS,22013639-43,"EVERGREEN FUEL, LLC","EVERGREEN FUEL, LLC",07/27/2017,NLNL,Gas Station (Self Service),Corporation,"location
(42.41558, -83.23782)"
BUS2003-00780,19830 W MCNICHOLS,22013639-43,"EVERGREEN FUEL, LLC","EVERGREEN FUEL, LLC",10/12/2015,NLNL,Gas Station (Self Service),Corporation,"location
(42.41558, -83.23782)"
BUS2000-00506,2000 W GRAND RIVER,02000358-60,"OLYMPIA ENTERTAINMENT, INC.","OLYMPIA ENTERTAINMENT, INC.",02/16/2016,Renewal,Parking Lot-Plate (26-50 cars),Corporation,"location
(42.33536, -83.05546)"
BUS2000-00506,2000 W GRAND RIVER,02000358-60,"OLYMPIA ENTERTAINMENT, INC.","OLYMPIA ENTERTAINMENT, INC.",04/06/2015,Renewal,Parking Lot-Plate (26-50 cars),Corporation,"location
(42.33536, -83.05546)"
BUS1992-00784,13635 W MCNICHOLS,22012792-4,L. GEORGE'S CONEY ISLAND,LGS VENTURES LLC,04/28/2015,New Owner,Restaurant - Standard (1-30 seats),Limited Liability Co,"location
(42.41634, -83.18071)"
BUS1992-00784,13635 W MCNICHOLS,22012792-4,L. GEORGE'S CONEY ISLAND,LGS VENTURES LLC,01/19/2018,New Owner,Restaurant - Standard (1-30 seats),Limited Liability Co,"location
(42.41634, -83.18071)"
BUS2015-00104,17675 W GRAND RIVER,22007208-9,VIP AUTO SALES INC,VIP AUTO SALES INC,04/15/2015,,Used Auto Dealer,Corporation,"location
(42.39962, -83.21642)"
BUS2015-00104,17675 W GRAND RIVER,22007208-9,VIP AUTO SALES INC,VIP AUTO SALES INC,08/01/2018,,Used Auto Dealer,Corporation,"location
(42.39962, -83.21642)"
BUS2011-00520,15015 MACK,21001392-5,"MARYLAND LIQUOR SHOPPE, INC.","MARYLAND LIQUOR SHOPPE, INC.",08/07/2015,New Owner,Cigarette - Retail,Corporation,"location
(42.38777, -82.94646)"
BUS1992-01692,1300 RANDOLPH,,CASH CITY JEWELRY & COLLATERAL,"U.S. CASH, INC.",10/23/2015,Renewal,Pawnbroker,Corporation,"location
(42.33494, -83.04491)"
BUS1992-01692,1300 RANDOLPH,,CASH CITY JEWELRY & COLLATERAL,"U.S. CASH, INC.",10/18/2017,Renewal,Pawnbroker,Corporation,"location
(42.33494, -83.04491)"
BUS2011-00062,10740 W MCNICHOLS,,"DOLLAR STORE OF MCNICHOLS, INC.","DOLLAR STORE OF MCNICHOLS, INC.",09/14/2017,NLNL,Cigarette - Retail,Corporation,"location
(42.41729, -83.16886)"
BUS1990-01349,7526 KENTUCKY,,CHECKER CAB #2171,HAPPY CAB LLC,06/23/2015,Renewal,Taxicab Plate(s),Corporation,"location
(42.34748, -83.1561)"
BUS1990-01636,7526 KENTUCKY,,CHECKER CAB #2371,HAPPY CAB LLC,06/23/2015,Renewal,Taxicab (Transfer of Ownership),Corporation,"location
(42.34748, -83.1561)"
BUS1990-01636,7526 KENTUCKY,,CHECKER CAB #2371,HAPPY CAB LLC,06/23/2015,Renewal,Taxicab Plate(s),Corporation,"location
(42.34748, -83.1561)"
BUS1990-01951,7526 KENTUCKY,,CHECKER CAB #2971,HAPPY CAB LLC,06/23/2015,Renewal,Taxicab - Duplicate Plate(s),Corporation,"location
(42.34748, -83.1561)"
BUS1990-01951,7526 KENTUCKY,,CHECKER CAB #2971,HAPPY CAB LLC,06/23/2015,Renewal,Taxicab (Transfer of Ownership),Corporation,"location
(42.34748, -83.1561)"
BUS1990-01951,7526 KENTUCKY,,CHECKER CAB #2971,HAPPY CAB LLC,06/23/2015,Renewal,Taxicab Plate(s),Corporation,"location
(42.34748, -83.1561)"
BUS2008-00707,14665 GREENFIELD,,GOLDEN PIZZA II,"GREENFIELD PIZZA, INC",05/28/2015,NLOL,Restaurant - Carry Out (No Seats),Corporation,"location
(42.39559, -83.19856)"
BUS2008-00707,14665 GREENFIELD,,GOLDEN PIZZA II,"GREENFIELD PIZZA, INC",04/14/2016,NLOL,Restaurant - Carry Out (No Seats),Corporation,"location
(42.39559, -83.19856)"
BUS2004-01257,19250 W MCNICHOLS,22013692-8,"SIX MILE SUNOCO, INC.",SIX MILE SUNOCO INC,08/17/2017,NLOL,Cigarette - Retail,Corporation,"location
(42.4156, -83.23113)"
BUS2004-01257,19250 W MCNICHOLS,22013692-8,"SIX MILE SUNOCO, INC.",SIX MILE SUNOCO INC,08/17/2017,NLOL,Gas Station (Self Service),Corporation,"location
(42.4156, -83.23113)"
BUS2009-00123,10425 W MCNICHOLS,16008031-2,LUXOR MARKET,"CLINT INVESTMENTS, INC",08/31/2015,NLNL,Cigarette - Retail,Corporation,"location
(42.41655, -83.16523)"
BUS1990-01639,641 S OAKWOOD,20016066-7,CHECKER CAB #972,B&B CAB CO INC.,06/29/2016,Renewal,Taxicab Plate(s),Corporation,"location
(42.28818, -83.15058)"
BUS1990-01639,641 S OAKWOOD,20016066-7,CHECKER CAB #972,B&B CAB CO INC.,06/01/2015,Renewal,Taxicab Plate(s),Corporation,"location
(42.28818, -83.15058)"
BUS1990-02093,641 S OAKWOOD,20016066-7,CHECKER CAB #1572,B & B CAB CO INC,06/29/2016,Renewal,Taxicab Plate(s),Corporation,"location
(42.28818, -83.15058)"
BUS1990-02093,641 S OAKWOOD,20016066-7,CHECKER CAB #1572,B & B CAB CO INC,06/12/2015,Renewal,Taxicab Plate(s),Corporation,"location
(42.28818, -83.15058)"
BUS2004-00377,9600 PREST,22048469.,RAYNARD'S LAWN SERVICE,RAYNARD BILES,01/26/2017,Renewal,Landscape Gardener,,"location
(42.36688, -83.19592)"
BUS2004-00377,9600 PREST,22048469.,RAYNARD'S LAWN SERVICE,RAYNARD BILES,03/19/2018,Renewal,Landscape Gardner-Plate(s),,"location
(42.36688, -83.19592)"
BUS2004-00377,9600 PREST,22048469.,RAYNARD'S LAWN SERVICE,RAYNARD BILES,03/19/2018,Renewal,Landscape Gardener,,"location
(42.36688, -83.19592)"
BUS2004-00377,9600 PREST,22048469.,RAYNARD'S LAWN SERVICE,RAYNARD BILES,01/21/2016,Renewal,Landscape Gardner-Plate(s),,"location
(42.36688, -83.19592)"
BUS2004-00377,9600 PREST,22048469.,RAYNARD'S LAWN SERVICE,RAYNARD BILES,01/21/2016,Renewal,Landscape Gardener,,"location
(42.36688, -83.19592)"
BUS2004-00377,9600 PREST,22048469.,RAYNARD'S LAWN SERVICE,RAYNARD BILES,01/29/2015,Renewal,Landscape Gardner-Plate(s),,"location
(42.36688, -83.19592)"
BUS2004-00377,9600 PREST,22048469.,RAYNARD'S LAWN SERVICE,RAYNARD BILES,01/29/2015,Renewal,Landscape Gardener,,"location
(42.36688, -83.19592)"
BUS1990-01828,6031 COLEMAN,,RUSH CAB #643,MOHAMMED AL-HATEMY,06/29/2015,Renewal,Taxicab (Transfer of Ownership),Sole Proprietor,"location
(42.33315, -83.19371)"
BUS1990-01828,6031 COLEMAN,,RUSH CAB #643,MOHAMMED AL-HATEMY,06/29/2015,Renewal,Taxicab Plate(s),Sole Proprietor,"location
(42.33315, -83.19371)"
BUS1990-01828,6031 COLEMAN,,RUSH CAB #643,MOHAMMED AL-HATEMY,06/27/2016,Renewal,Taxicab (Transfer of Ownership),Sole Proprietor,"location
(42.33315, -83.19371)"
BUS1990-01828,6031 COLEMAN,,RUSH CAB #643,MOHAMMED AL-HATEMY,06/27/2016,Renewal,Taxicab Plate(s),Sole Proprietor,"location
(42.33315, -83.19371)"
BUS2017-00030,10431 CHICAGO,18005561-7,A & A AUTO GROUP INC,A & A AUTO GROUP INC,02/24/2017,New Owner,Used Auto Dealer,Corporation,"location
(42.36588, -83.16376)"
BUS2017-00030,10431 CHICAGO,18005561-7,A & A AUTO GROUP INC,A & A AUTO GROUP INC,06/20/2018,New Owner,Used Auto Dealer,Corporation,"location
(42.36588, -83.16376)"
BUS2004-00093,6605 WEYER ROAD,,COUNTRYSIDE DAIRY DISTRIBUTORS,COUNTRYSIDE DAIRY DISTRIBUTORS,02/06/2015,New Owner,Motor Truck Permit(s),,"location
(42.32991, -83.15529)"
BUS2014-00297,645 W SEVEN MILE,01006989-90,CARS & TIRE AUTO SALE INC,CARS & TIRES AUTO SALE INC,11/20/2017,New Owner,Used Auto Dealer,Corporation,"location
(42.43194, -83.11026)"
BUS2014-00297,645 W SEVEN MILE,01006989-90,CARS & TIRE AUTO SALE INC,CARS & TIRES AUTO SALE INC,11/29/2016,New Owner,Used Auto Dealer,Corporation,"location
(42.43194, -83.11026)"
BUS2014-00297,645 W SEVEN MILE,01006989-90,CARS & TIRE AUTO SALE INC,CARS & TIRES AUTO SALE INC,11/18/2015,New Owner,Used Auto Dealer,Corporation,"location
(42.43194, -83.11026)"
BUS1990-01841,138 E FISHER,02000536.,GREATER DETROIT CAB #215,SAFETRIP TRANSPORTATION INC,06/18/2015,Renewal,Taxicab (Transfer of Ownership),Corporation,"location
(42.33922, -83.05565)"
BUS1990-01841,138 E FISHER,02000536.,GREATER DETROIT CAB #215,SAFETRIP TRANSPORTATION INC,06/18/2015,Renewal,Taxicab Plate(s),Corporation,"location
(42.33922, -83.05565)"
BUS2000-00500,250 E FISHER,,"OLYMPIA ENTERTAINMENT, INC.","OLYMPIA ENTERTAINMENT, INC.",02/16/2016,Renewal,Parking Lot-Plate (301 cars & up),Sole Proprietor,"location
(42.34082, -83.04882)"
BUS2000-00500,250 E FISHER,,"OLYMPIA ENTERTAINMENT, INC.","OLYMPIA ENTERTAINMENT, INC.",04/06/2015,Renewal,Parking Lot-Plate (301 cars & up),Sole Proprietor,"location
(42.34082, -83.04882)"
BUS2014-00412,4251 W WARREN,14001138-44,SELENA GROUP LLC,SELENA GROUP LLC,10/30/2018,New Owner,Cigarette - Retail,Limited Liability Co,"location
(42.34442, -83.11183)"
BUS2013-00162,3139 TROWBRIDGE,,ICE CREAM & PRE-PACKAGED ITEMS,TAWFIK AL-MASMARI,06/22/2015,,Vendor - Street (Edible Items) Plate,,"location
(42.40003, -83.05701)"
BUS2013-00162,3139 TROWBRIDGE,,ICE CREAM & PRE-PACKAGED ITEMS,TAWFIK AL-MASMARI,05/24/2018,,Vendor - Street (Edible Items) Plate,,"location
(42.40003, -83.05701)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",07/25/2016,Renewal,Cigarette - Retail,Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",07/25/2016,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",04/24/2017,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",07/19/2018,Renewal,Cigarette - Retail,Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",07/19/2018,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",04/04/2018,Renewal,Cigarette - Retail,Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",04/04/2018,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",08/23/2017,Renewal,Cigarette - Retail,Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",08/23/2017,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",07/28/2015,Renewal,Cigarette - Retail,Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",07/28/2015,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",02/10/2017,Renewal,Cigarette - Retail,Corporation,"location
(42.34129, -83.07191)"
BUS2010-00221,3401 GRAND RIVER,06000894.,"H&L CONVENIENCE STORE, INC.","H&L CONVENIENCE STORE, INC.",02/10/2017,Renewal,Restaurant - Carry Out (No Seats),Corporation,"location
(42.34129, -83.07191)"
BUS2018-00058,16898 ROBSON,22043832.,"NEIGHBORHOODS ONLY-DOWNTOWN, PARKS & CBD PROHIBITED",SAMUEL BURTS JR,06/25/2018,New Owner,Vendor - Foot (Button),,"location
(42.41571, -83.19296)"
BUS2012-00375,6365 W VERNOR HWY,18001302.,DOLLAR GENERAL 6365 VERNOR ,DOLLAR GENERAL STORE,11/03/2015,New Owner,Cigarette - Retail,Corporation,"location
(42.31534, -83.11061)"
BUS2012-00375,6365 W VERNOR HWY,18001302.,DOLLAR GENERAL 6365 VERNOR ,DOLLAR GENERAL STORE,08/15/2017,New Owner,Cigarette - Retail,Corporation,"location
(42.31534, -83.11061)"
BUS2004-00113,28340 WICK ROAD,,"REX CARRIERS, INC.","REX CARRIERS, INC.",05/21/2018,Renewal,Motor Truck Permit(s),Corporation,"location
(42.24224, -83.22791)"
BUS1987-04324,1600 MODERN,09006421-88,GREAT LAKES BEVERAGE CO.,GREAT LAKES BEVERAGE CO.,01/22/2015,Renewal,Motor Truck Permit(s),Corporation,"location
(42.41173, -83.0835)"
BUS1987-04324,1600 MODERN,09006421-88,GREAT LAKES BEVERAGE CO.,GREAT LAKES BEVERAGE CO.,01/10/2017,Renewal,Motor Truck Permit(s),Corporation,"location
(42.41173, -83.0835)"
BUS1987-04324,1600 MODERN,09006421-88,GREAT LAKES BEVERAGE CO.,GREAT LAKES BEVERAGE CO.,04/16/2018,Renewal,Motor Truck Permit(s),Corporation,"location
(42.41173, -83.0835)"
BUS1987-04324,1600 MODERN,09006421-88,GREAT LAKES BEVERAGE CO.,GREAT LAKES BEVERAGE CO.,12/23/2015,Renewal,Motor Truck Permit(s),Corporation,"location
(42.41173, -83.0835)"
BUS1990-01181,"925 FOREST AVE., APT. 214",22081406.,TROJAN CAB#1,ASSAAD CHEAITOU,06/19/2015,Renewal,Taxicab Plate(s),Sole Proprietor,"location
(42.35186, -83.0712)"
BUS2012-00448,9252 ERWIN,19004254.,EDGEWOOD FAMILY MARKET,"R & S KIZY, INC.",08/18/2016,New Owner,Cigarette - Retail,Corporation,"location
(42.39742, -83.01722)"
BUS2012-00448,9252 ERWIN,19004254.,EDGEWOOD FAMILY MARKET,"R & S KIZY, INC.",08/28/2017,New Owner,Cigarette - Retail,Corporation,"location
(42.39742, -83.01722)"
BUS2012-00448,9252 ERWIN,19004254.,EDGEWOOD FAMILY MARKET,"R & S KIZY, INC.",08/22/2018,New Owner,Cigarette - Retail,Corporation,"location
(42.39742, -83.01722)"
BUS2014-00028,CAMPUS MARTIUS PARK,,"MOTOR CITY NYE ""D"" DROP","MOTOR CITY NYE, LLC",12/23/2015,,Special Events Vendor,Other,"location
(42.33208, -83.04707)"
BUS2014-00028,CAMPUS MARTIUS PARK,,"MOTOR CITY NYE ""D"" DROP","MOTOR CITY NYE, LLC",12/15/2016,,Special Events Vendor,Other,"location
(42.33208, -83.04707)"
BUS2015-00202,13741 W MCNICHOLS,22012804-5,SWEET SOUL INC,SWEET SOUL INC,08/16/2017,New Owner,Restaurant W/Class C (MLCC) Lic.(101-150 seats),Corporation,"location
(42.41631, -83.18172)"
BUS2015-00202,13741 W MCNICHOLS,22012804-5,SWEET SOUL INC,SWEET SOUL INC,07/28/2015,New Owner,Cabaret A - W/MLCC /with Dance & Entertainment,Corporation,"location
(42.41631, -83.18172)"
BUS2015-00202,13741 W MCNICHOLS,22012804-5,SWEET SOUL INC,SWEET SOUL INC,07/28/2015,New Owner,Restaurant W/Class C (MLCC) Lic.(101-150 seats),Corporation,"location
(42.41631, -83.18172)"
BUS2015-00202,13741 W MCNICHOLS,22012804-5,SWEET SOUL INC,SWEET SOUL INC,04/27/2016,New Owner,Cabaret A - W/MLCC /with Dance & Entertainment,Corporation,"location
(42.41631, -83.18172)"
BUS2015-00202,13741 W MCNICHOLS,22012804-5,SWEET SOUL INC,SWEET SOUL INC,04/27/2016,New Owner,Restaurant W/Class C (MLCC) Lic.(101-150 seats),Corporation,"location
(42.41631, -83.18172)"
BUS2005-00855,9101 W FORT,,MAH LAND COMPANY LLC,MAH LAND COMPANY LLC,06/25/2016,New Owner,Used Auto Dealer/Parts/Wrecking & Dismantling Yard,Limited Liability Co,"location
(42.29612, -83.1285)"
BUS2002-00185,500 RENAISSANCE CENTER,,CENTRAL PARKING SERVICES LLC,CENTRAL PARKING SYSTEMS LLC,02/03/2016,New Owner,Parking Lot-Plate (301 cars & up),Corporation,"location
(42.33003, -83.03864)"
BUS2002-00185,500 RENAISSANCE CENTER,,CENTRAL PARKING SERVICES LLC,CENTRAL PARKING SYSTEMS LLC,04/24/2018,New Owner,Parking Lot-Plate (301 cars & up),Corporation,"location
(42.33003, -83.03864)"
BUS2002-00185,500 RENAISSANCE CENTER,,CENTRAL PARKING SERVICES LLC,CENTRAL PARKING SYSTEMS LLC,05/07/2015,New Owner,Parking Lot-Plate (301 cars & up),Corporation,"location
(42.33003, -83.03864)"
